host_is_superhost,cancellation_policy,instant_bookable,host_total_listings_count,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,minimum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,price,bedrooms_na,bathrooms_na,beds_na,review_scores_rating_na,review_scores_accuracy_na,review_scores_cleanliness_na,review_scores_checkin_na,review_scores_communication_na,review_scores_location_na,review_scores_value_na,index
f,strict_14_with_grace_period,f,5.0,Western Addition,37.77819,-122.43969,Apartment,Entire home/apt,3.0,1.0,2.0,2.0,Real Bed,30.0,118.0,90.0,9.0,9.0,10.0,9.0,10.0,9.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8589936342
t,strict,f,852.0,Western Addition,37.782,-122.44376,Apartment,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,199.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8589936343
f,flexible,t,23.0,Inner Sunset,37.76255,-122.45372,Apartment,Entire home/apt,3.0,1.0,0.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,90.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8589936344
t,moderate,f,6.0,Bernal Heights,37.73303,-122.4258,Hostel,Private room,1.0,2.0,1.0,1.0,Real Bed,30.0,10.0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8589936345
f,strict_14_with_grace_period,f,67.0,Downtown/Civic Center,37.78858,-122.41124,Hotel,Private room,4.0,1.0,0.0,2.0,Real Bed,1.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,199.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8589936346
f,strict_14_with_grace_period,f,41.0,Excelsior,37.72988,-122.42673,House,Private room,2.0,1.0,1.0,1.0,Real Bed,30.0,15.0,89.0,8.0,8.0,9.0,9.0,8.0,9.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8589936347
f,flexible,t,3.0,Haight Ashbury,37.77466,-122.44458,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,12.0,95.0,9.0,10.0,10.0,10.0,10.0,9.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8589936348
t,moderate,t,6.0,Western Addition,37.77165,-122.43694,Townhouse,Private room,2.0,1.0,1.0,1.0,Real Bed,30.0,117.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8589936349
f,moderate,f,3.0,Outer Mission,37.70867,-122.45549,House,Entire home/apt,5.0,1.0,2.0,3.0,Real Bed,2.0,6.0,90.0,10.0,10.0,10.0,9.0,10.0,9.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8589936350
f,strict_14_with_grace_period,t,1.0,Noe Valley,37.75567,-122.43568,Condominium,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,30.0,36.0,95.0,10.0,10.0,10.0,10.0,10.0,10.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8589936351
t,moderate,f,1.0,Haight Ashbury,37.77567,-122.44608,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,131.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8589936352
f,strict_14_with_grace_period,f,1.0,North Beach,37.80447,-122.41109,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,96.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8589936353
f,moderate,t,5.0,Downtown/Civic Center,37.78991,-122.41072,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,85.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8589936354
f,moderate,f,1.0,Mission,37.75667,-122.41053,House,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,3.0,8.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8589936355
t,moderate,t,35.0,Haight Ashbury,37.76892,-122.44934,Hostel,Private room,3.0,5.0,1.0,2.0,Real Bed,1.0,28.0,96.0,10.0,8.0,10.0,10.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8589936356
t,flexible,f,1.0,Excelsior,37.71851,-122.43753,Guest suite,Entire home/apt,2.0,1.0,0.0,2.0,Real Bed,2.0,87.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8589936357
t,moderate,f,852.0,Western Addition,37.78863,-122.43001,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,Real Bed,30.0,1.0,80.0,8.0,8.0,10.0,6.0,8.0,6.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8589936358
f,flexible,t,439.0,South of Market,37.77527,-122.3913,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,360.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8589936359
f,strict_14_with_grace_period,f,1.0,Outer Sunset,37.75966,-122.5085,Guest suite,Entire home/apt,5.0,1.0,2.0,2.0,Real Bed,2.0,120.0,95.0,10.0,10.0,10.0,10.0,10.0,9.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8589936360
t,moderate,f,1.0,Mission,37.75319,-122.42501,Guest suite,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,6.0,29.0,97.0,10.0,10.0,10.0,10.0,10.0,10.0,210.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8589936361
t,moderate,f,7.0,Mission,37.76847,-122.42516,Apartment,Private room,1.0,1.0,1.0,1.0,Real Bed,1.0,70.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8589936362
t,strict_14_with_grace_period,t,5.0,Pacific Heights,37.78897,-122.44685,House,Private room,2.0,1.0,1.0,1.0,Real Bed,3.0,155.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8589936363
f,strict_14_with_grace_period,f,67.0,Downtown/Civic Center,37.78702,-122.41101,Hotel,Private room,4.0,1.0,0.0,2.0,Real Bed,1.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,199.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8589936364
f,moderate,t,2.0,Outer Sunset,37.76413,-122.48369,House,Private room,4.0,1.0,1.0,1.0,Real Bed,1.0,180.0,87.0,9.0,8.0,9.0,10.0,10.0,9.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8589936365
f,strict_14_with_grace_period,f,2.0,Outer Sunset,37.75685,-122.48365,Townhouse,Private room,3.0,1.0,1.0,1.0,Real Bed,2.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8589936366
f,strict_14_with_grace_period,t,1.0,Parkside,37.74474,-122.49085,House,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,1.0,270.0,92.0,9.0,10.0,10.0,10.0,9.0,9.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8589936367
f,strict_14_with_grace_period,f,8.0,Marina,37.80158,-122.43626,Apartment,Entire home/apt,10.0,2.0,3.0,5.0,Real Bed,30.0,1.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8589936368
f,strict_14_with_grace_period,f,87.0,Downtown/Civic Center,37.7863,-122.41497,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,1.0,20.0,4.0,6.0,8.0,4.0,2.0,2.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8589936369
f,moderate,f,2.0,Outer Richmond,37.78082,-122.49164,House,Entire home/apt,2.0,1.0,2.0,2.0,Real Bed,1.0,1.0,80.0,8.0,10.0,10.0,10.0,10.0,10.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8589936370
f,super_strict_30,f,35.0,Outer Richmond,37.77483,-122.50952,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,6.0,100.0,10.0,10.0,9.0,9.0,9.0,9.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8589936371
f,strict_14_with_grace_period,f,101.0,North Beach,37.80029,-122.40779,Apartment,Entire home/apt,4.0,1.0,2.0,3.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,300.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8589936372
t,moderate,f,41.0,Downtown/Civic Center,37.77708,-122.42246,Condominium,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,180.0,2.0,100.0,9.0,9.0,8.0,8.0,8.0,9.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8589936373
f,strict_14_with_grace_period,f,64.0,Russian Hill,37.80164,-122.42125,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,206.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8589936374
f,strict_14_with_grace_period,f,87.0,Downtown/Civic Center,37.78603,-122.41516,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,80.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8589936375
f,flexible,t,23.0,Haight Ashbury,37.76578,-122.44681,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,5.0,76.0,10.0,8.0,8.0,8.0,10.0,8.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8589936376
f,strict_14_with_grace_period,t,4.0,Bayview,37.72709,-122.38502,House,Private room,6.0,1.0,1.0,3.0,Real Bed,1.0,7.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8589936377
f,strict_14_with_grace_period,t,165.0,Mission,37.76296,-122.41652,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8589936378
f,moderate,f,3.0,Lakeshore,37.73174,-122.49088,House,Private room,2.0,1.0,1.0,2.0,Real Bed,2.0,39.0,92.0,10.0,9.0,10.0,10.0,9.0,9.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869184
f,flexible,f,7.0,Downtown/Civic Center,37.78523,-122.41283,Hostel,Private room,2.0,8.0,1.0,1.0,Real Bed,1.0,71.0,76.0,8.0,8.0,9.0,9.0,6.0,7.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869185
f,strict_14_with_grace_period,f,1.0,Mission,37.75439,-122.40825,Bungalow,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,1.0,80.0,10.0,10.0,10.0,10.0,10.0,8.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869186
f,flexible,t,10.0,Downtown/Civic Center,37.77782,-122.419,Apartment,Private room,1.0,1.0,1.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,71.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17179869187
f,flexible,f,3.0,Bayview,37.73293,-122.3928,Condominium,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,2.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869188
t,strict_14_with_grace_period,t,1.0,Noe Valley,37.74983,-122.4386,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,134.0,99.0,10.0,10.0,10.0,10.0,9.0,10.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869189
t,strict_14_with_grace_period,f,1.0,Potrero Hill,37.75923,-122.39717,House,Entire home/apt,8.0,2.0,4.0,4.0,Real Bed,3.0,20.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869190
f,moderate,f,1.0,Inner Richmond,37.78173,-122.46533,Other,Entire home/apt,5.0,1.5,3.0,4.0,Real Bed,30.0,16.0,91.0,9.0,9.0,10.0,9.0,9.0,9.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869191
t,moderate,f,2.0,Seacliff,37.78023,-122.50665,House,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,3.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869192
f,strict_14_with_grace_period,f,1.0,South of Market,37.78899,-122.38933,Apartment,Entire home/apt,4.0,2.0,2.0,2.0,Real Bed,30.0,26.0,97.0,10.0,10.0,10.0,10.0,10.0,9.0,325.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869193
f,strict_14_with_grace_period,f,2.0,Outer Mission,37.73343,-122.44538,House,Entire home/apt,4.0,2.0,2.0,2.0,Real Bed,2.0,17.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,298.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869194
t,moderate,t,1.0,Parkside,37.73935,-122.49681,Guest suite,Entire home/apt,4.0,1.0,2.0,1.0,Real Bed,2.0,108.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869195
f,strict_14_with_grace_period,f,3.0,Outer Richmond,37.78002,-122.50385,House,Private room,2.0,1.0,1.0,1.0,Real Bed,3.0,66.0,94.0,10.0,9.0,10.0,10.0,9.0,10.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869196
f,flexible,t,63.0,Crocker Amazon,37.70747,-122.44884,House,Shared room,1.0,1.0,1.0,1.0,Real Bed,2.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,40.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17179869197
f,flexible,f,5.0,Inner Richmond,37.78364,-122.46299,House,Private room,2.0,2.0,1.0,1.0,Real Bed,1.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,84.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17179869198
f,strict_14_with_grace_period,f,1.0,Pacific Heights,37.79095,-122.43436,House,Entire home/apt,6.0,2.5,3.0,4.0,Real Bed,3.0,10.0,100.0,10.0,10.0,10.0,10.0,10.0,9.0,1350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869199
f,moderate,f,4.0,Castro/Upper Market,37.76068,-122.43331,Apartment,Entire home/apt,2.0,1.0,0.0,2.0,Real Bed,3.0,121.0,94.0,10.0,9.0,10.0,10.0,10.0,9.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869200
f,flexible,t,1.0,Pacific Heights,37.78946,-122.443,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,225.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17179869201
f,flexible,t,1.0,Downtown/Civic Center,37.77662,-122.41796,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,7.0,100.0,10.0,9.0,10.0,10.0,9.0,9.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869202
f,strict_14_with_grace_period,t,2.0,Chinatown,37.79679,-122.40633,Apartment,Entire home/apt,4.0,1.0,1.0,1.0,Real Bed,30.0,54.0,96.0,10.0,10.0,10.0,10.0,9.0,10.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869203
t,strict_14_with_grace_period,t,4.0,Mission,37.76908,-122.42367,House,Private room,2.0,1.5,1.0,1.0,Real Bed,3.0,26.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869204
f,moderate,f,1.0,Downtown/Civic Center,37.78707,-122.41197,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,30.0,4.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869205
t,moderate,f,1.0,Mission,37.75655,-122.41238,Condominium,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,2.0,8.0,100.0,10.0,9.0,10.0,10.0,10.0,9.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869206
t,strict_14_with_grace_period,f,4.0,Twin Peaks,37.74889,-122.44479,Apartment,Entire home/apt,4.0,1.0,1.0,2.0,Real Bed,30.0,26.0,95.0,10.0,10.0,10.0,10.0,9.0,9.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869207
t,moderate,t,1.0,Noe Valley,37.75218,-122.44197,Apartment,Entire home/apt,2.0,1.0,0.0,1.0,Real Bed,2.0,219.0,97.0,10.0,10.0,10.0,10.0,9.0,9.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869208
f,flexible,t,1.0,Western Addition,37.77549,-122.43,Apartment,Entire home/apt,2.0,1.5,1.0,2.0,Real Bed,30.0,6.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869209
t,moderate,t,2.0,Castro/Upper Market,37.76455,-122.42918,House,Entire home/apt,4.0,1.0,2.0,2.0,Real Bed,1.0,25.0,95.0,10.0,9.0,10.0,10.0,10.0,10.0,349.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869210
t,flexible,t,5.0,Lakeshore,37.7329,-122.49361,House,Private room,2.0,1.0,1.0,1.0,Real Bed,1.0,205.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869211
f,moderate,f,1.0,Bernal Heights,37.73873,-122.41698,Apartment,Entire home/apt,3.0,1.0,1.0,2.0,Real Bed,30.0,176.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869212
f,moderate,f,8.0,Pacific Heights,37.79089,-122.42693,Apartment,Private room,1.0,1.0,1.0,2.0,Real Bed,30.0,3.0,100.0,9.0,9.0,9.0,9.0,9.0,10.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869213
f,strict_14_with_grace_period,t,2.0,Chinatown,37.79098,-122.40625,Hotel,Private room,2.0,1.0,0.0,1.0,Real Bed,4.0,4.0,93.0,10.0,10.0,10.0,10.0,10.0,9.0,700.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869214
f,strict_14_with_grace_period,f,44.0,Mission,37.76158,-122.4182,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,5.0,90.0,10.0,9.0,10.0,10.0,9.0,8.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869215
t,strict,f,852.0,Castro/Upper Market,37.76836,-122.43706,Condominium,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,140.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17179869216
t,flexible,t,2.0,Bayview,37.7364,-122.39804,House,Entire home/apt,6.0,2.0,4.0,5.0,Real Bed,3.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,399.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17179869217
f,strict_14_with_grace_period,t,1.0,Mission,37.7605,-122.42317,Apartment,Entire home/apt,3.0,1.0,2.0,2.0,Real Bed,3.0,10.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869218
f,strict_14_with_grace_period,t,13.0,Nob Hill,37.79102,-122.41923,Apartment,Private room,2.0,1.0,1.0,1.0,Real Bed,30.0,14.0,89.0,9.0,9.0,9.0,10.0,10.0,8.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869219
t,strict_14_with_grace_period,f,35.0,Chinatown,37.79147,-122.40848,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,9.0,72.0,8.0,8.0,7.0,7.0,8.0,7.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869220
f,flexible,f,2.0,Haight Ashbury,37.77211,-122.44822,Apartment,Private room,2.0,1.5,1.0,1.0,Real Bed,2.0,23.0,96.0,10.0,9.0,10.0,10.0,10.0,9.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869221
f,moderate,t,2.0,Outer Sunset,37.76471,-122.47813,Apartment,Entire home/apt,2.0,1.0,1.0,1.0,Real Bed,30.0,48.0,92.0,10.0,9.0,10.0,10.0,9.0,9.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869222
f,flexible,f,2.0,Bernal Heights,37.74615,-122.41673,Apartment,Private room,5.0,1.0,2.0,1.0,Real Bed,2.0,3.0,93.0,10.0,9.0,10.0,9.0,10.0,10.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869223
t,moderate,t,35.0,Haight Ashbury,37.76919,-122.44874,Hostel,Private room,3.0,4.0,1.0,1.0,Real Bed,1.0,5.0,100.0,10.0,9.0,10.0,10.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869224
f,strict_14_with_grace_period,f,67.0,Downtown/Civic Center,37.78829,-122.41107,Hotel,Private room,4.0,1.0,0.0,2.0,Real Bed,1.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,199.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17179869225
f,strict_14_with_grace_period,t,41.0,Downtown/Civic Center,37.78705,-122.4112,Serviced apartment,Entire home/apt,4.0,1.0,0.0,1.0,Real Bed,2.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,115.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17179869226
t,strict_14_with_grace_period,f,2.0,Western Addition,37.77711,-122.44295,Apartment,Entire home/apt,8.0,2.0,3.0,4.0,Real Bed,3.0,179.0,99.0,10.0,10.0,10.0,10.0,10.0,10.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869227
t,moderate,t,2.0,Outer Richmond,37.78113,-122.5011,House,Private room,2.0,1.0,1.0,1.0,Real Bed,2.0,273.0,98.0,10.0,10.0,10.0,10.0,10.0,9.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869228
t,moderate,t,3.0,South of Market,37.77172,-122.40414,Apartment,Entire home/apt,9.0,2.0,2.0,3.0,Real Bed,3.0,16.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869229
t,strict_14_with_grace_period,t,1.0,Castro/Upper Market,37.76801,-122.43868,Guest suite,Entire home/apt,2.0,1.0,0.0,0.0,Real Bed,30.0,48.0,100.0,10.0,10.0,10.0,10.0,10.0,10.0,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869230
t,strict_14_with_grace_period,f,4.0,Bernal Heights,37.73867,-122.41255,House,Entire home/apt,6.0,2.0,3.0,6.0,Real Bed,30.0,4.0,90.0,9.0,9.0,9.0,9.0,9.0,9.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869231
t,strict_14_with_grace_period,t,2.0,Mission,37.76098,-122.42158,Condominium,Private room,4.0,1.0,1.0,2.0,Real Bed,1.0,25.0,96.0,10.0,10.0,10.0,10.0,10.0,9.0,199.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869232
f,strict_14_with_grace_period,t,5.0,Outer Sunset,37.75613,-122.49266,Guest suite,Entire home/apt,4.0,1.0,1.0,4.0,Real Bed,30.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,109.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17179869233
f,strict_14_with_grace_period,f,2.0,Outer Richmond,37.77581,-122.50848,House,Entire home/apt,2.0,2.0,3.0,3.0,Real Bed,6.0,0.0,98.0,10.0,10.0,10.0,10.0,10.0,10.0,900.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17179869234
f,strict_14_with_grace_period,t,1.0,Inner Richmond,37.77818,-122.47645,Apartment,Entire home/apt,3.0,1.0,2.0,2.0,Real Bed,2.0,199.0,91.0,9.0,9.0,10.0,10.0,10.0,9.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869235
f,moderate,f,1.0,Potrero Hill,37.75582,-122.40162,Apartment,Private room,2.0,1.0,0.0,1.0,Real Bed,30.0,120.0,94.0,10.0,10.0,10.0,9.0,9.0,9.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17179869236
